iter	MultiClass
118	0.02812607806
119	0.02747190188
120	0.02683638507
121	0.02621895131
122	0.02561904273
123	0.02503611936
124	0.02470500797
125	0.02425642818
126	0.02381916981
127	0.02328697061
128	0.02276967663
129	0.02226683149
130	0.02177799331
131	0.02130273424
132	0.02084064002
133	0.0203913095
134	0.01995435426
135	0.01962281267
136	0.01920694544
137	0.01880243745
138	0.01840894468
139	0.01802613395
140	0.01774008649
141	0.01737536194
142	0.01702045144
143	0.01667505966
144	0.01633890061
145	0.01601169727
146	0.01569318135
147	0.01538309296
148	0.01508118042
149	0.01478719992
150	0.01450091532
151	0.01422209789
152	0.01395052605
153	0.0136859852
154	0.01342826745
155	0.0131771714
156	0.01299862549
157	0.01275851572
158	0.01258869114
159	0.01242237381
160	0.01225947311
161	0.01209998725
162	0.01194363911
163	0.01173018265
164	0.01152205125
165	0.01131909033
166	0.01112115014
167	0.01092808559
168	0.01073975609
169	0.01055602544
170	0.01037676167
171	0.0102018369
172	0.01003112721
173	0.009864512532
174	0.009701876518
175	0.00954310641
176	0.009388092938
177	0.009236730206
178	0.00913518021
179	0.008989739351
180	0.008847680694
181	0.008708909871
182	0.008573335414
183	0.008440868656
184	0.008311423648
185	0.008184917068
186	0.00806126814
187	0.007940398549
188	0.007822232367
189	0.007706695971
190	0.007593717975
191	0.007483229156
192	0.007375162383
193	0.007269452554
194	0.007166036528
195	0.007064853065
196	0.006965842763
197	0.006868948002
198	0.006774112883
199	0.006681283179
200	0.006590406275
201	0.006501431124
202	0.006414308191
203	0.006328989407
204	0.006245428125
205	0.00616357907
206	0.006083398299
207	0.006004843159
208	0.005927872245
209	0.005852445358
210	0.005778523472
211	0.005706068694
212	0.005635044228
213	0.005565414342
214	0.005497144334
215	0.005454891649
216	0.005388765742
217	0.005323913129
218	0.005260302582
219	0.005197903762
220	0.005159630449
221	0.005099136495
222	0.005039778684
223	0.00498152967
224	0.004924362877
225	0.004868252474
226	0.004834113285
227	0.004779659351
228	0.004726197525
229	0.00467370448
230	0.004622157533
231	0.004571534627
232	0.004521814309
233	0.004472975712
234	0.004424998539
235	0.004377863046
236	0.004331550019
237	0.004286040769
238	0.004241317104
239	0.004197361325
240	0.004154156203
241	0.004111684968
242	0.004069931298
243	0.004028879299
244	0.0039885135
245	0.003948818835
246	0.003909780633
247	0.003871384604
248	0.003833616833
249	0.003811348985
250	0.003774557027
251	0.003738358831
252	0.003702741729
253	0.003667693379
254	0.003633201753
255	0.003599255129
256	0.003565842081
257	0.003532951473
258	0.003500572448
259	0.003468694421
260	0.003437307071
261	0.003406400334
262	0.003375964397
263	0.003345989687
264	0.003316466868
265	0.003287386832
266	0.003258740695
267	0.003230519787
268	0.003202715649
269	0.003175320029
270	0.003148324869
271	0.003121722309
272	0.003095504673
273	0.003069664469
274	0.003044194384
275	0.003019087276
276	0.002994336172
277	0.002969934264
278	0.002945874899
279	0.002922151583
280	0.002898757972
281	0.002875687865
282	0.002852935209
283	0.002830494087
284	0.002808358716
285	0.002786523448
286	0.00276498276
287	0.002743731256
288	0.00272276366
289	0.002702074816
290	0.002681659681
291	0.002661513326
292	0.002641630931
293	0.002622007783
294	0.00260263927
295	0.002583520885
296	0.002564648217
297	0.002546016952
298	0.002527622869
299	0.002509461839
300	0.002491529821
301	0.002473822862
302	0.002456337091
303	0.002439068722
304	0.002422014048
305	0.002405169441
306	0.002388531349
307	0.002372096293
308	0.002355860871
309	0.002339821747
310	0.002323975656
311	0.002308319403
312	0.002292849854
313	0.002277563943
314	0.002262458666
315	0.002247531079
316	0.002232778298
317	0.002218197498
318	0.002203785912
319	0.002189540825
320	0.00217545958
321	0.002161539571
322	0.002147778244
323	0.002134173096
324	0.002120721672
325	0.002107421568
326	0.002094270423
327	0.002081265925
328	0.002068405807
329	0.002055687845
330	0.002043109857
331	0.002030669704
332	0.002018365288
333	0.00200619455
334	0.001994155473
335	0.001982246074
336	0.001970464411
337	0.001958808576
338	0.001947276699
339	0.001935866943
340	0.001924577506
341	0.00191340662
342	0.001902352548
343	0.001891413587
344	0.001880588064
345	0.001869874336
346	0.001859270791
347	0.001848775848
348	0.00183838795
349	0.001828105572
350	0.001817927215
351	0.001807851406
352	0.001797876701
353	0.001788001679
354	0.001778224945
355	0.001768545128
356	0.001758960883
357	0.001749470887
358	0.001740073841
359	0.001730768467
360	0.001721553511
361	0.00171242774
362	0.001703389942
363	0.001694438926
364	0.001685573522
365	0.001676792579
366	0.001668094967
367	0.001659479573
368	0.001650945304
369	0.001642491087
370	0.001634115863
371	0.001625818594
372	0.001617598259
373	0.001609453853
374	0.001601384388
375	0.001593388892
376	0.00158546641
377	0.001577616001
378	0.00156983674
379	0.001562127719
380	0.001554488042
381	0.001546916829
382	0.001539413213
383	0.001531976342
384	0.001524605379
385	0.001517299496
386	0.001510057883
387	0.00150287974
388	0.001495764281
389	0.001488710731
390	0.001481718328
391	0.001474786322
392	0.001467913976
393	0.001461100561
394	0.001454345363
395	0.001447647677
396	0.001441006809
397	0.001434422076
398	0.001427892806
399	0.001421418336
400	0.001414998014
401	0.001408631199
402	0.001402317256
403	0.001396055564
404	0.001389845509
405	0.001383686485
406	0.001377577898
407	0.001371519162
408	0.001365509697
409	0.001359548935
410	0.001353636316
411	0.001347771285
412	0.001341953299
413	0.001336181822
414	0.001330456324
415	0.001324776284
416	0.001319141188
417	0.001313550532
418	0.001308003815
419	0.001302500546
420	0.00129704024
421	0.001291622421
422	0.001286246616
423	0.001280912362
424	0.0012756192
425	0.001270366681
426	0.001265154358
427	0.001259981793
428	0.001254848554
429	0.001249754214
430	0.001244698353
431	0.001239680555
432	0.001234700413
433	0.001229757522
434	0.001224851484
435	0.001219981908
436	0.001215148407
437	0.001210350598
438	0.001205588104
439	0.001200860556
440	0.001196167585
441	0.001191508831
442	0.001186883937
443	0.00118229255
444	0.001179849046
445	0.001175308427
446	0.001170800444
447	0.001166324763
448	0.001161881051
449	0.001157468982
450	0.001153088234
451	0.001148738488
452	0.001144419429
453	0.001140130749
454	0.00113587214
455	0.001131643301
456	0.001127443934
457	0.001123273743
458	0.00111913244
459	0.001115019736
460	0.001110935349
461	0.001106878999
462	0.00110285041
463	0.001098849309
464	0.001094875428
465	0.0010909285
466	0.001087008265
467	0.001083114461
468	0.001079246834
469	0.001075405131
470	0.001071589102
471	0.001067798501
472	0.001064033085
473	0.001060292613
474	0.001056576849
475	0.001052885556
476	0.001049218505
477	0.001045575465
478	0.001041956211
479	0.001038360521
480	0.001034788172
481	0.001031238948
482	0.001027712632
483	0.001024209013
484	0.00102072788
485	0.001017269026
486	0.001013832245
487	0.001010417335
488	0.001007024095
489	0.001003652328
490	0.001000301837
491	0.0009985338706
492	0.0009952155651
493	0.0009919180516
494	0.0009886411425
495	0.0009853846523
496	0.0009821483977
497	0.0009789321976
498	0.0009757358728
499	0.0009725592464
500	0.0009694021434
501	0.0009662643908
502	0.0009631458176
503	0.0009600462548
504	0.0009569655353
505	0.0009539034939
506	0.0009508599672
507	0.0009478347938
508	0.000944827814
509	0.0009418388698
510	0.0009388678053
511	0.000935914466
512	0.0009329786993
513	0.0009300603544
514	0.0009271592819
515	0.0009242753342
516	0.0009214083654
517	0.0009185582311
518	0.0009157247885
519	0.0009129078966
520	0.0009101074155
521	0.0009073232071
522	0.0009058605766
523	0.0009031009646
524	0.0009003572829
525	0.0008976293985
526	0.00089491718
527	0.0008922204974
528	0.000889539222
529	0.0008868732265
530	0.000884222385
531	0.0008815865729
532	0.000878965667
533	0.0008763595453
534	0.0008737680873
535	0.0008711911735
536	0.0008686286858
537	0.0008660805074
538	0.0008635465226
539	0.0008610266171
540	0.0008585206775
541	0.0008560285919
542	0.0008535502493
543	0.00085108554
544	0.0008486343555
545	0.0008461965882
546	0.0008437721317
547	0.0008413608809
548	0.0008389627315
549	0.0008365775804
550	0.0008342053256
551	0.0008318458659
552	0.0008294991014
553	0.0008271649331
554	0.000824843263
555	0.000822533994
556	0.0008202370303
557	0.0008179522767
558	0.0008156796391
559	0.0008134190244
560	0.0008111703403
561	0.0008089334955
562	0.0008067083996
563	0.0008044949631
564	0.0008022930973
565	0.0008001027146
566	0.000797923728
567	0.0007957560515
568	0.0007935995999
569	0.0007914542889
570	0.0007903336193
571	0.0007882051311
572	0.0007860875741
573	0.0007839808669
574	0.0007818849287
575	0.0007797996797
576	0.0007777250406
577	0.0007756609332
578	0.0007736072797
579	0.0007715640032
580	0.0007695310277
581	0.0007684701877
582	0.0007664527642
583	0.0007644454525
584	0.0007624481791
585	0.000760460871
586	0.000758483456
587	0.0007565158625
588	0.0007545580196
589	0.0007535367403
590	0.0007515936186
591	0.0007496600715
592	0.0007477360305
593	0.0007458214276
594	0.0007439161955
595	0.0007420202675
596	0.0007401335775
597	0.0007382560601
598	0.0007363876505
599	0.0007345282843
600	0.0007326778979
601	0.0007308364282
602	0.0007290038127
603	0.0007271799895
604	0.0007253648971
605	0.0007235584749
606	0.0007217606624
607	0.0007199714001
608	0.0007181906286
609	0.0007164182894
610	0.0007146543244
611	0.0007128986759
612	0.0007111512869
613	0.0007094121008
614	0.0007076810614
615	0.0007059581134
616	0.0007042432015
617	0.0007025362713
618	0.0007008372685
619	0.0006991461397
620	0.0006974628315
621	0.0006965875808
622	0.0006949160733
623	0.0006932522545
624	0.0006915960729
625	0.0006899474775
626	0.0006883064176
627	0.000686672843
628	0.000685046704
629	0.0006834279513
630	0.0006818165358
631	0.0006802124093
632	0.0006786155236
633	0.000677025831
634	0.0006754432844
635	0.0006738678368
636	0.000672299442
637	0.0006707380537
638	0.0006699269524
639	0.0006683761354
640	0.0006668322108
641	0.0006652951338
642	0.0006637648601
643	0.0006622413458
644	0.0006607245473
645	0.0006592144216
646	0.0006577109256
647	0.0006562140171
648	0.0006547236538
649	0.000653239794
650	0.0006517623963
651	0.0006502914196
652	0.0006488268232
653	0.0006473685668
654	0.0006459166102
655	0.0006444709137
656	0.0006430314379
657	0.0006415981438
658	0.0006401709926
659	0.0006387499459
660	0.0006373349655
661	0.0006359260136
662	0.0006345230527
663	0.0006331260457
664	0.0006317349556
665	0.0006303497458
666	0.00062897038
667	0.0006275968222
668	0.0006262290367
669	0.0006248669881
670	0.0006235106411
671	0.000622159961
672	0.0006208149131
673	0.0006194754631
674	0.000618141577
675	0.000616813221
676	0.0006154903616
677	0.0006141729656
678	0.0006128609999
679	0.000611554432
680	0.0006102532292
681	0.0006089573595
682	0.0006076667908
683	0.0006063814914
684	0.00060510143
685	0.0006038265753
686	0.0006025568962
687	0.0006012923622
688	0.0006000329428
689	0.0005993812859
690	0.0005981295777
691	0.0005968829083
692	0.0005956412479
693	0.0005944045673
694	0.000593172837
695	0.0005919460283
696	0.0005907241122
697	0.0005895070604
698	0.0005882948443
699	0.000587087436
700	0.0005858848075
701	0.0005846869312
702	0.0005834937795
703	0.0005823053252
704	0.0005811215412
705	0.0005799424007
706	0.0005787678771
707	0.0005775979438
708	0.0005764325746
709	0.0005752717434
710	0.0005741154245
711	0.000572963592
712	0.0005718162205
713	0.0005706732848
714	0.0005695347597
715	0.0005684006203
716	0.0005672708419
717	0.0005661453998
718	0.0005650242699
719	0.0005639074277
720	0.0005627948494
721	0.0005616865111
722	0.0005605823891
723	0.0005594824599
724	0.0005583867003
725	0.000557295087
726	0.000556207597
727	0.0005551242077
728	0.0005545649088
729	0.0005534876998
730	0.0005524145346
731	0.000551345391
732	0.000550280247
733	0.0005492190805
734	0.0005481618699
735	0.0005471085935
736	0.0005460592299
737	0.0005450137578
738	0.0005439721559
739	0.0005429344034
740	0.0005419004794
741	0.0005408703632
742	0.0005398440341
743	0.0005388214719
744	0.0005378026562
745	0.0005367875669
746	0.000535776184
747	0.0005347684878
748	0.0005337644584
749	0.0005327640764
750	0.0005317673222
751	0.0005307741767
752	0.0005297846206
753	0.000528798635
754	0.0005278162008
755	0.0005268372995
756	0.0005258619123
757	0.0005248900207
758	0.0005239216064
759	0.0005229566511
760	0.0005219951367
761	0.0005210370451
762	0.0005200823586
763	0.0005191310594
764	0.0005181831298
765	0.0005172385523
766	0.0005162973096
767	0.0005153593843
768	0.0005144247592
769	0.0005134934175
770	0.0005125653421
771	0.0005116405162
772	0.0005107189231
773	0.0005098005463
774	0.000509327328
775	0.0005084137976
776	0.0005075034422
777	0.0005065962456
778	0.0005056921917
779	0.0005047912646
780	0.0005038934483
781	0.0005029987271
782	0.0005021070853
783	0.0005012185074
784	0.0005003329779
785	0.0004994504814
786	0.0004985710027
787	0.0004976945267
788	0.0004968210383
789	0.0004959505225
790	0.0004950829645
791	0.0004942183495
792	0.0004933566628
793	0.00049249789
794	0.000492055966
795	0.0004912015827
796	0.000490350077
797	0.0004895014346
798	0.0004886556413
799	0.0004878126833
800	0.0004869725464
801	0.0004861352168
802	0.0004853006807
803	0.0004844689245
804	0.0004836399345
805	0.0004828136973
806	0.0004819901993
807	0.0004811694272
808	0.0004803513679
809	0.0004795360081
810	0.0004787233346
811	0.0004779133346
812	0.0004771059951
813	0.0004763013032
814	0.0004754992462
815	0.0004746998115
816	0.0004739029863
817	0.0004731087582
818	0.0004723171148
819	0.0004715280436
820	0.0004707415324
821	0.000469957569
822	0.0004691761413
823	0.0004683972372
824	0.0004676208447
825	0.0004668469519
826	0.0004660755469
827	0.0004653066181
828	0.0004645401538
829	0.0004637761422
830	0.0004630145719
831	0.0004622554314
832	0.0004614987094
833	0.0004607443944
834	0.0004599924752
835	0.0004592429406
836	0.0004588578912
837	0.0004581119481
838	0.0004573683617
839	0.0004566271212
840	0.0004558882156
841	0.0004551516342
842	0.0004544173661
843	0.0004536854008
844	0.0004529557275
845	0.0004522283357
846	0.000451854798
847	0.0004511308421
848	0.0004504091415
849	0.0004496896858
850	0.0004489724647
851	0.0004486042132
852	0.0004478903574
853	0.0004471787106
854	0.0004464692628
855	0.0004457620041
856	0.0004450569244
857	0.0004443540139
858	0.0004436532627
859	0.0004429546612
860	0.0004422581996
861	0.0004415638682
862	0.0004408716575
863	0.0004401815579
864	0.00043949356
865	0.0004388076544
866	0.0004381238316
867	0.0004374420823
868	0.0004367623974
869	0.0004360847675
870	0.0004354091837
871	0.0004347356367
872	0.0004340641175
873	0.0004333946171
874	0.0004327271267
875	0.0004320616372
876	0.00043139814
877	0.0004307366261
878	0.0004300770869
879	0.0004294195138
880	0.0004287638979
881	0.0004281102309
882	0.0004274585041
883	0.0004268087091
884	0.0004261608375
885	0.0004255148808
886	0.0004248708307
887	0.0004242286789
888	0.0004235884173
889	0.0004229500375
890	0.0004223135315
891	0.0004216788911
892	0.0004210461084
893	0.0004204151752
894	0.0004197860837
895	0.0004191588258
896	0.0004185333938
897	0.0004179097798
898	0.0004172879761
899	0.0004166679747
900	0.0004160497682
901	0.0004154333488
902	0.0004148187089
903	0.000414205841
904	0.0004135947374
905	0.0004129853909
906	0.0004123777937
907	0.0004117719387
908	0.0004111678184
909	0.0004105654256
910	0.0004099647528
911	0.0004093657929
912	0.0004087685388
913	0.0004081729831
914	0.0004075791189
915	0.000406986939
916	0.0004063964364
917	0.0004058076042
918	0.0004052204352
919	0.0004046349226
920	0.0004040510596
921	0.0004034688392
922	0.0004028882547
923	0.0004023092992
924	0.0004017319661
925	0.0004011562487
926	0.0004005821402
927	0.000400009634
928	0.0003994387236
929	0.0003988694024
930	0.0003983016639
931	0.0003977355016
932	0.0003971709089
933	0.0003966078796
934	0.0003960464073
935	0.000395758915
936	0.0003951997864
937	0.0003946421988
938	0.000394086146
939	0.0003935316218
940	0.0003929786199
941	0.0003924271342
942	0.0003918771585
943	0.0003913286869
944	0.0003907817131
945	0.0003902362312
946	0.0003896922351
947	0.0003891497189
948	0.0003886086767
949	0.0003880691026
950	0.0003875309906
951	0.0003869943349
952	0.0003864591298
953	0.0003859253694
954	0.0003853930479
955	0.0003848621598
956	0.0003843326991
957	0.0003838046604
958	0.000383278038
959	0.0003827528262
960	0.0003822290195
961	0.0003817066124
962	0.0003811855992
963	0.0003806659746
964	0.0003801477331
965	0.0003796308692
966	0.0003791153776
967	0.0003788516628
968	0.0003783382367
969	0.0003778261693
970	0.0003773154553
971	0.0003768060896
972	0.0003762980669
973	0.0003757913818
974	0.0003752860293
975	0.0003747820041
976	0.0003742793012
977	0.0003737779153
978	0.0003732778415
979	0.0003727790745
980	0.0003722816095
981	0.0003717854413
982	0.000371290565
983	0.0003707969756
984	0.0003703046682
985	0.0003698136379
986	0.0003693238797
987	0.0003688353888
988	0.0003683481604
989	0.0003678621897
990	0.0003673774718
991	0.000366894002
992	0.0003664117755
993	0.0003659307877
994	0.0003654510338
995	0.0003649725091
996	0.0003644952091
997	0.000364019129
998	0.0003635442643
999	0.0003630706104
